Circuit,Date,Excel Time,Value,Notes,Timezone,Year,Month,Day,Hour,Minute,Buffer,D1Limit,D2Limit,D3Limit,DemandLimit
A,2024-07-16 00:17:04-04:00,45489.01185,6833,,EDT,2024,7,16,0,17,150,7682,7982,8282,D0
B,2024-07-16 00:31:46-04:00,45489.02206,3869,,EDT,2024,7,16,0,31,75,4609,4759,4909,D0
A,2024-07-16 00:32:05-04:00,45489.02228,6763,,EDT,2024,7,16,0,32,150,7682,7982,8282,D0
B,2024-07-16 00:46:47-04:00,45489.03249,3837,,EDT,2024,7,16,0,46,75,4609,4759,4909,D0
A,2024-07-16 00:47:06-04:00,45489.03271,6695,,EDT,2024,7,16,0,47,150,7682,7982,8282,D0
B,2024-07-16 01:01:48-04:00,45489.04292,3767,,EDT,2024,7,16,1,1,75,4609,4759,4909,D0
B,2024-07-16 01:01:48-04:00,45489.04292,3767,,EDT,2024,7,16,1,1,75,4609,4759,4909,D0
A,2024-07-16 01:02:07-04:00,45489.04314,6646,,EDT,2024,7,16,1,2,150,7682,7982,8282,D0
B,2024-07-16 01:16:49-04:00,45489.05334,3798,,EDT,2024,7,16,1,16,75,4609,4759,4909,D0
A,2024-07-16 01:17:08-04:00,45489.05356,6530,,EDT,2024,7,16,1,17,150,7682,7982,8282,D0
B,2024-07-16 01:31:50-04:00,45489.06377,3741,,EDT,2024,7,16,1,31,75,4609,4759,4909,D0
A,2024-07-16 01:32:09-04:00,45489.06399,6589,,EDT,2024,7,16,1,32,150,7682,7982,8282,D0
B,2024-07-16 01:46:51-04:00,45489.0742,3778,,EDT,2024,7,16,1,46,75,4609,4759,4909,D0
A,2024-07-16 01:47:10-04:00,45489.07442,6469,,EDT,2024,7,16,1,47,150,7682,7982,8282,D0
B,2024-07-16 02:01:52-04:00,45489.08463,3817,,EDT,2024,7,16,2,1,75,4609,4759,4909,D0
A,2024-07-16 02:02:11-04:00,45489.08485,6327,,EDT,2024,7,16,2,2,150,7682,7982,8282,D0
B,2024-07-16 02:16:53-04:00,45489.09506,3701,,EDT,2024,7,16,2,16,75,4609,4759,4909,D0
A,2024-07-16 02:17:12-04:00,45489.09528,6224,,EDT,2024,7,16,2,17,150,7682,7982,8282,D0
B,2024-07-16 02:31:54-04:00,45489.10549,3663,,EDT,2024,7,16,2,31,75,4609,4759,4909,D0
A,2024-07-16 02:32:13-04:00,45489.10571,6313,,EDT,2024,7,16,2,32,150,7682,7982,8282,D0
B,2024-07-16 02:46:55-04:00,45489.11591,3689,,EDT,2024,7,16,2,46,75,4609,4759,4909,D0
A,2024-07-16 02:47:14-04:00,45489.11613,6330,,EDT,2024,7,16,2,47,150,7682,7982,8282,D0
B,2024-07-16 03:01:56-04:00,45489.12634,3730,,EDT,2024,7,16,3,1,75,4609,4759,4909,D0
A,2024-07-16 03:02:15-04:00,45489.12656,6261,,EDT,2024,7,16,3,2,150,7682,7982,8282,D0
B,2024-07-16 03:16:57-04:00,45489.13677,3723,,EDT,2024,7,16,3,16,75,4609,4759,4909,D0
A,2024-07-16 03:17:16-04:00,45489.13699,6184,,EDT,2024,7,16,3,17,150,7682,7982,8282,D0
B,2024-07-16 03:31:58-04:00,45489.1472,3642,,EDT,2024,7,16,3,31,75,4609,4759,4909,D0
A,2024-07-16 03:32:17-04:00,45489.14742,6211,,EDT,2024,7,16,3,32,150,7682,7982,8282,D0
B,2024-07-16 03:46:59-04:00,45489.15763,3678,,EDT,2024,7,16,3,46,75,4609,4759,4909,D0
A,2024-07-16 03:47:18-04:00,45489.15785,6224,,EDT,2024,7,16,3,47,150,7682,7982,8282,D0
B,2024-07-16 04:02:00-04:00,45489.16806,3673,,EDT,2024,7,16,4,2,75,4609,4759,4909,D0
A,2024-07-16 04:02:19-04:00,45489.16828,6311,,EDT,2024,7,16,4,2,150,7682,7982,8282,D0
B,2024-07-16 04:17:01-04:00,45489.17848,3638,,EDT,2024,7,16,4,17,75,4609,4759,4909,D0
A,2024-07-16 04:17:20-04:00,45489.1787,6262,,EDT,2024,7,16,4,17,150,7682,7982,8282,D0
B,2024-07-16 04:32:02-04:00,45489.18891,3630,,EDT,2024,7,16,4,32,75,4609,4759,4909,D0
A,2024-07-16 04:32:21-04:00,45489.18913,6252,,EDT,2024,7,16,4,32,150,7682,7982,8282,D0
B,2024-07-16 04:47:04-04:00,45489.19935,3678,,EDT,2024,7,16,4,47,75,4609,4759,4909,D0
A,2024-07-16 04:47:23-04:00,45489.19957,6178,,EDT,2024,7,16,4,47,150,7682,7982,8282,D0
B,2024-07-16 05:02:05-04:00,45489.20978,3673,,EDT,2024,7,16,5,2,75,4609,4759,4909,D0
A,2024-07-16 05:02:24-04:00,45489.21,6194,,EDT,2024,7,16,5,2,150,7682,7982,8282,D0
B,2024-07-16 05:17:06-04:00,45489.22021,3676,,EDT,2024,7,16,5,17,75,4609,4759,4909,D0
A,2024-07-16 05:17:25-04:00,45489.22043,6282,,EDT,2024,7,16,5,17,150,7682,7982,8282,D0
B,2024-07-16 05:32:07-04:00,45489.23064,3710,,EDT,2024,7,16,5,32,75,4609,4759,4909,D0
A,2024-07-16 05:32:26-04:00,45489.23086,6189,,EDT,2024,7,16,5,32,150,7682,7982,8282,D0
B,2024-07-16 05:47:08-04:00,45489.24106,3644,,EDT,2024,7,16,5,47,75,4609,4759,4909,D0
A,2024-07-16 05:47:27-04:00,45489.24128,6247,,EDT,2024,7,16,5,47,150,7682,7982,8282,D0
B,2024-07-16 06:02:09-04:00,45489.25149,3624,,EDT,2024,7,16,6,2,75,4609,4759,4909,D0
A,2024-07-16 06:02:28-04:00,45489.25171,6126,,EDT,2024,7,16,6,2,150,7682,7982,8282,D0
B,2024-07-16 06:17:10-04:00,45489.26192,3672,,EDT,2024,7,16,6,17,75,4609,4759,4909,D0
B,2024-07-16 06:17:10-04:00,45489.26192,3672,,EDT,2024,7,16,6,17,75,4609,4759,4909,D0
A,2024-07-16 06:17:29-04:00,45489.26214,6257,,EDT,2024,7,16,6,17,150,7682,7982,8282,D0
B,2024-07-16 06:32:11-04:00,45489.27235,3563,,EDT,2024,7,16,6,32,75,4609,4759,4909,D0
A,2024-07-16 06:32:30-04:00,45489.27257,6334,,EDT,2024,7,16,6,32,150,7682,7982,8282,D0
B,2024-07-16 06:47:12-04:00,45489.28278,3544,,EDT,2024,7,16,6,47,75,4609,4759,4909,D0
B,2024-07-16 06:47:12-04:00,45489.28278,3544,,EDT,2024,7,16,6,47,75,4609,4759,4909,D0
A,2024-07-16 06:47:31-04:00,45489.283,6357,,EDT,2024,7,16,6,47,150,7682,7982,8282,D0
B,2024-07-16 07:02:13-04:00,45489.29321,3556,,EDT,2024,7,16,7,2,75,4609,4759,4909,D0
A,2024-07-16 07:02:32-04:00,45489.29343,6556,,EDT,2024,7,16,7,2,150,7682,7982,8282,D0
B,2024-07-16 07:17:14-04:00,45489.30363,3526,,EDT,2024,7,16,7,17,75,4609,4759,4909,D0
A,2024-07-16 07:17:33-04:00,45489.30385,6558,,EDT,2024,7,16,7,17,150,7682,7982,8282,D0
B,2024-07-16 07:32:15-04:00,45489.31406,3677,,EDT,2024,7,16,7,32,75,4609,4759,4909,D0
A,2024-07-16 07:32:34-04:00,45489.31428,6820,,EDT,2024,7,16,7,32,150,7682,7982,8282,D0
B,2024-07-16 07:47:16-04:00,45489.32449,3709,,EDT,2024,7,16,7,47,75,4609,4759,4909,D0
A,2024-07-16 07:47:35-04:00,45489.32471,6901,,EDT,2024,7,16,7,47,150,7682,7982,8282,D0
B,2024-07-16 08:02:17-04:00,45489.33492,3717,,EDT,2024,7,16,8,2,75,4609,4759,4909,D0
A,2024-07-16 08:02:36-04:00,45489.33514,6853,,EDT,2024,7,16,8,2,150,7682,7982,8282,D0
B,2024-07-16 08:17:18-04:00,45489.34535,3559,,EDT,2024,7,16,8,17,75,4609,4759,4909,D0
A,2024-07-16 08:17:37-04:00,45489.34557,6920,,EDT,2024,7,16,8,17,150,7682,7982,8282,D0
B,2024-07-16 08:32:19-04:00,45489.35578,3296,,EDT,2024,7,16,8,32,75,4609,4759,4909,D0
A,2024-07-16 08:32:38-04:00,45489.356,7116,,EDT,2024,7,16,8,32,150,7682,7982,8282,D0
B,2024-07-16 08:47:21-04:00,45489.36622,3485,,EDT,2024,7,16,8,47,75,4609,4759,4909,D0
A,2024-07-16 08:47:39-04:00,45489.36642,7334,,EDT,2024,7,16,8,47,150,7682,7982,8282,D0
B,2024-07-16 09:02:22-04:00,45489.37664,3298,,EDT,2024,7,16,9,2,75,4609,4759,4909,D0
A,2024-07-16 09:02:40-04:00,45489.37685,7599,,EDT,2024,7,16,9,2,150,7682,7982,8282,D0
B,2024-07-16 09:17:23-04:00,45489.38707,3718,,EDT,2024,7,16,9,17,75,4609,4759,4909,D0
A,2024-07-16 09:17:41-04:00,45489.38728,7665,,EDT,2024,7,16,9,17,150,7682,7982,8282,D0
B,2024-07-16 09:32:24-04:00,45489.3975,3729,,EDT,2024,7,16,9,32,75,4609,4759,4909,D0
A,2024-07-16 09:32:42-04:00,45489.39771,7645,,EDT,2024,7,16,9,32,150,7682,7982,8282,D0
A,2024-07-16 09:32:42-04:00,45489.39771,7645,,EDT,2024,7,16,9,32,150,7682,7982,8282,D0
B,2024-07-16 09:47:25-04:00,45489.40793,3997,,EDT,2024,7,16,9,47,75,4609,4759,4909,D0
A,2024-07-16 09:47:43-04:00,45489.40814,7749,,EDT,2024,7,16,9,47,150,7682,7982,8282,D1
B,2024-07-16 10:02:26-04:00,45489.41836,4062,,EDT,2024,7,16,10,2,75,4609,4759,4909,D0
A,2024-07-16 10:02:44-04:00,45489.41856,7746,,EDT,2024,7,16,10,2,150,7682,7982,8282,D1
B,2024-07-16 10:17:27-04:00,45489.42878,4292,,EDT,2024,7,16,10,17,75,4609,4759,4909,D0
A,2024-07-16 10:17:45-04:00,45489.42899,7917,,EDT,2024,7,16,10,17,150,7682,7982,8282,D1
B,2024-07-16 10:32:28-04:00,45489.43921,3864,,EDT,2024,7,16,10,32,75,4609,4759,4909,D0
A,2024-07-16 10:32:46-04:00,45489.43942,7982,,EDT,2024,7,16,10,32,150,7682,7982,8282,D1
B,2024-07-16 10:47:29-04:00,45489.44964,3534,,EDT,2024,7,16,10,47,75,4609,4759,4909,D0
A,2024-07-16 10:47:47-04:00,45489.44985,8062,,EDT,2024,7,16,10,47,150,7682,7982,8282,D2
B,2024-07-16 11:02:30-04:00,45489.46007,2981,,EDT,2024,7,16,11,2,75,4609,4759,4909,D0
A,2024-07-16 11:02:48-04:00,45489.46028,8300,,EDT,2024,7,16,11,2,150,7682,7982,8282,D3
B,2024-07-16 11:17:31-04:00,45489.4705,2773,,EDT,2024,7,16,11,17,75,4609,4759,4909,D0
A,2024-07-16 11:17:49-04:00,45489.47071,8164,,EDT,2024,7,16,11,17,150,7682,7982,8282,D3
B,2024-07-16 11:32:32-04:00,45489.48093,3335,,EDT,2024,7,16,11,32,75,4609,4759,4909,D0
A,2024-07-16 11:32:50-04:00,45489.48113,8316,,EDT,2024,7,16,11,32,150,7682,7982,8282,D3
B,2024-07-16 11:47:33-04:00,45489.49135,3561,,EDT,2024,7,16,11,47,75,4609,4759,4909,D0
A,2024-07-16 11:47:51-04:00,45489.49156,8228,,EDT,2024,7,16,11,47,150,7682,7982,8282,D3
B,2024-07-16 12:02:34-04:00,45489.50178,2927,,EDT,2024,7,16,12,2,75,4609,4759,4909,D0
A,2024-07-16 12:02:52-04:00,45489.50199,8403,,EDT,2024,7,16,12,2,150,7682,7982,8282,D3
B,2024-07-16 12:17:35-04:00,45489.51221,2740,,EDT,2024,7,16,12,17,75,4609,4759,4909,D0
A,2024-07-16 12:17:53-04:00,45489.51242,8337,,EDT,2024,7,16,12,17,150,7682,7982,8282,D3
B,2024-07-16 12:32:36-04:00,45489.52264,4113,,EDT,2024,7,16,12,32,75,4609,4759,4909,D0
A,2024-07-16 12:32:54-04:00,45489.52285,8382,,EDT,2024,7,16,12,32,150,7682,7982,8282,D3
B,2024-07-16 12:47:37-04:00,45489.53307,4315,,EDT,2024,7,16,12,47,75,4609,4759,4909,D0
A,2024-07-16 12:47:55-04:00,45489.53328,8297,,EDT,2024,7,16,12,47,150,7682,7982,8282,D3
B,2024-07-16 13:02:38-04:00,45489.5435,3544,,EDT,2024,7,16,13,2,75,4609,4759,4909,D0
A,2024-07-16 13:02:56-04:00,45489.5437,8283,,EDT,2024,7,16,13,2,150,7682,7982,8282,D3
B,2024-07-16 13:17:39-04:00,45489.55392,4201,,EDT,2024,7,16,13,17,75,4609,4759,4909,D0
A,2024-07-16 13:17:57-04:00,45489.55413,8353,,EDT,2024,7,16,13,17,150,7682,7982,8282,D3
B,2024-07-16 13:32:40-04:00,45489.56435,3929,,EDT,2024,7,16,13,32,75,4609,4759,4909,D0
A,2024-07-16 13:32:58-04:00,45489.56456,8119,,EDT,2024,7,16,13,32,150,7682,7982,8282,D2
B,2024-07-16 13:47:41-04:00,45489.57478,4252,,EDT,2024,7,16,13,47,75,4609,4759,4909,D0
A,2024-07-16 13:47:59-04:00,45489.57499,8252,,EDT,2024,7,16,13,47,150,7682,7982,8282,D2
B,2024-07-16 14:02:42-04:00,45489.58521,3073,,EDT,2024,7,16,14,2,75,4609,4759,4909,D0
A,2024-07-16 14:03:00-04:00,45489.58542,8161,,EDT,2024,7,16,14,3,150,7682,7982,8282,D2
B,2024-07-16 14:17:43-04:00,45489.59564,3766,,EDT,2024,7,16,14,17,75,4609,4759,4909,D0
B,2024-07-16 14:17:43-04:00,45489.59564,3766,,EDT,2024,7,16,14,17,75,4609,4759,4909,D0
A,2024-07-16 14:18:01-04:00,45489.59584,8171,,EDT,2024,7,16,14,18,150,7682,7982,8282,D2
A,2024-07-16 14:18:01-04:00,45489.59584,8171,,EDT,2024,7,16,14,18,150,7682,7982,8282,D2
B,2024-07-16 14:32:44-04:00,45489.60606,3474,,EDT,2024,7,16,14,32,75,4609,4759,4909,D0
A,2024-07-16 14:33:02-04:00,45489.60627,8362,,EDT,2024,7,16,14,33,150,7682,7982,8282,D3
B,2024-07-16 14:47:45-04:00,45489.61649,4094,,EDT,2024,7,16,14,47,75,4609,4759,4909,D0
A,2024-07-16 14:48:03-04:00,45489.6167,8124,,EDT,2024,7,16,14,48,150,7682,7982,8282,D2
B,2024-07-16 15:02:46-04:00,45489.62692,3316,,EDT,2024,7,16,15,2,75,4609,4759,4909,D0
A,2024-07-16 15:03:04-04:00,45489.62713,8162,,EDT,2024,7,16,15,3,150,7682,7982,8282,D2
B,2024-07-16 15:17:47-04:00,45489.63735,3589,,EDT,2024,7,16,15,17,75,4609,4759,4909,D0
A,2024-07-16 15:18:05-04:00,45489.63756,8123,,EDT,2024,7,16,15,18,150,7682,7982,8282,D2
B,2024-07-16 15:32:48-04:00,45489.64778,3194,,EDT,2024,7,16,15,32,75,4609,4759,4909,D0
A,2024-07-16 15:33:06-04:00,45489.64799,8223,,EDT,2024,7,16,15,33,150,7682,7982,8282,D2
B,2024-07-16 15:47:49-04:00,45489.65821,3886,,EDT,2024,7,16,15,47,75,4609,4759,4909,D0
A,2024-07-16 15:48:07-04:00,45489.65841,8148,,EDT,2024,7,16,15,48,150,7682,7982,8282,D2
B,2024-07-16 16:02:50-04:00,45489.66863,2741,,EDT,2024,7,16,16,2,75,4609,4759,4909,D0
A,2024-07-16 16:03:08-04:00,45489.66884,8004,,EDT,2024,7,16,16,3,150,7682,7982,8282,D2
B,2024-07-16 16:17:51-04:00,45489.67906,2868,,EDT,2024,7,16,16,17,75,4609,4759,4909,D0
A,2024-07-16 16:18:09-04:00,45489.67927,7966,,EDT,2024,7,16,16,18,150,7682,7982,8282,D2
B,2024-07-16 16:32:52-04:00,45489.68949,2989,,EDT,2024,7,16,16,32,75,4609,4759,4909,D0
A,2024-07-16 16:33:10-04:00,45489.6897,7850,,EDT,2024,7,16,16,33,150,7682,7982,8282,D2
B,2024-07-16 16:47:53-04:00,45489.69992,3090,,EDT,2024,7,16,16,47,75,4609,4759,4909,D0
A,2024-07-16 16:48:11-04:00,45489.70013,7986,,EDT,2024,7,16,16,48,150,7682,7982,8282,D2
B,2024-07-16 17:02:54-04:00,45489.71035,3131,,EDT,2024,7,16,17,2,75,4609,4759,4909,D0
A,2024-07-16 17:03:12-04:00,45489.71056,7963,,EDT,2024,7,16,17,3,150,7682,7982,8282,D2
B,2024-07-16 17:17:55-04:00,45489.72078,3302,,EDT,2024,7,16,17,17,75,4609,4759,4909,D0
A,2024-07-16 17:18:13-04:00,45489.72098,7834,,EDT,2024,7,16,17,18,150,7682,7982,8282,D2
B,2024-07-16 17:32:56-04:00,45489.7312,3333,,EDT,2024,7,16,17,32,75,4609,4759,4909,D0
A,2024-07-16 17:33:14-04:00,45489.73141,7822,,EDT,2024,7,16,17,33,150,7682,7982,8282,D1
B,2024-07-16 17:47:57-04:00,45489.74163,3430,,EDT,2024,7,16,17,47,75,4609,4759,4909,D0
A,2024-07-16 17:48:15-04:00,45489.74184,7683,,EDT,2024,7,16,17,48,150,7682,7982,8282,D1
B,2024-07-16 18:02:58-04:00,45489.75206,3504,,EDT,2024,7,16,18,2,75,4609,4759,4909,D0
A,2024-07-16 18:03:16-04:00,45489.75227,7719,,EDT,2024,7,16,18,3,150,7682,7982,8282,D1
B,2024-07-16 18:17:59-04:00,45489.76249,3566,,EDT,2024,7,16,18,17,75,4609,4759,4909,D0
A,2024-07-16 18:18:17-04:00,45489.7627,7781,,EDT,2024,7,16,18,18,150,7682,7982,8282,D1
B,2024-07-16 18:33:00-04:00,45489.77292,3601,,EDT,2024,7,16,18,33,75,4609,4759,4909,D0
A,2024-07-16 18:33:18-04:00,45489.77313,7766,,EDT,2024,7,16,18,33,150,7682,7982,8282,D1
B,2024-07-16 18:48:01-04:00,45489.78334,3715,,EDT,2024,7,16,18,48,75,4609,4759,4909,D0
A,2024-07-16 18:48:19-04:00,45489.78355,7795,,EDT,2024,7,16,18,48,150,7682,7982,8282,D1
B,2024-07-16 19:03:02-04:00,45489.79377,3897,,EDT,2024,7,16,19,3,75,4609,4759,4909,D0
A,2024-07-16 19:03:20-04:00,45489.79398,7710,,EDT,2024,7,16,19,3,150,7682,7982,8282,D1
B,2024-07-16 19:18:03-04:00,45489.8042,3963,,EDT,2024,7,16,19,18,75,4609,4759,4909,D0
A,2024-07-16 19:18:21-04:00,45489.80441,7535,,EDT,2024,7,16,19,18,150,7682,7982,8282,D1
B,2024-07-16 19:33:04-04:00,45489.81463,3968,,EDT,2024,7,16,19,33,75,4609,4759,4909,D0
A,2024-07-16 19:33:22-04:00,45489.81484,7715,,EDT,2024,7,16,19,33,150,7682,7982,8282,D1
B,2024-07-16 19:48:05-04:00,45489.82506,4000,,EDT,2024,7,16,19,48,75,4609,4759,4909,D0
A,2024-07-16 19:48:23-04:00,45489.82527,7439,,EDT,2024,7,16,19,48,150,7682,7982,8282,D0
B,2024-07-16 20:03:06-04:00,45489.83549,3974,,EDT,2024,7,16,20,3,75,4609,4759,4909,D0
B,2024-07-16 20:03:06-04:00,45489.83549,3974,,EDT,2024,7,16,20,3,75,4609,4759,4909,D0
A,2024-07-16 20:03:24-04:00,45489.83569,7597,,EDT,2024,7,16,20,3,150,7682,7982,8282,D0
B,2024-07-16 20:18:07-04:00,45489.84591,3974,,EDT,2024,7,16,20,18,75,4609,4759,4909,D0
A,2024-07-16 20:18:25-04:00,45489.84612,7487,,EDT,2024,7,16,20,18,150,7682,7982,8282,D0
B,2024-07-16 20:33:08-04:00,45489.85634,3940,,EDT,2024,7,16,20,33,75,4609,4759,4909,D0
A,2024-07-16 20:33:26-04:00,45489.85655,7273,,EDT,2024,7,16,20,33,150,7682,7982,8282,D0
B,2024-07-16 20:48:09-04:00,45489.86677,3995,,EDT,2024,7,16,20,48,75,4609,4759,4909,D0
A,2024-07-16 20:48:27-04:00,45489.86698,7396,,EDT,2024,7,16,20,48,150,7682,7982,8282,D0
B,2024-07-16 21:03:10-04:00,45489.8772,4024,,EDT,2024,7,16,21,3,75,4609,4759,4909,D0
A,2024-07-16 21:03:28-04:00,45489.87741,7335,,EDT,2024,7,16,21,3,150,7682,7982,8282,D0
B,2024-07-16 21:18:11-04:00,45489.88763,3976,,EDT,2024,7,16,21,18,75,4609,4759,4909,D0
A,2024-07-16 21:18:29-04:00,45489.88784,7242,,EDT,2024,7,16,21,18,150,7682,7982,8282,D0
B,2024-07-16 21:33:12-04:00,45489.89806,4142,,EDT,2024,7,16,21,33,75,4609,4759,4909,D0
A,2024-07-16 21:33:30-04:00,45489.89826,7361,,EDT,2024,7,16,21,33,150,7682,7982,8282,D0
B,2024-07-16 21:48:13-04:00,45489.90848,3934,,EDT,2024,7,16,21,48,75,4609,4759,4909,D0
A,2024-07-16 21:48:31-04:00,45489.90869,7312,,EDT,2024,7,16,21,48,150,7682,7982,8282,D0
B,2024-07-16 22:03:14-04:00,45489.91891,3985,,EDT,2024,7,16,22,3,75,4609,4759,4909,D0
A,2024-07-16 22:03:32-04:00,45489.91912,7252,,EDT,2024,7,16,22,3,150,7682,7982,8282,D0
B,2024-07-16 22:18:15-04:00,45489.92934,3983,,EDT,2024,7,16,22,18,75,4609,4759,4909,D0
A,2024-07-16 22:18:33-04:00,45489.92955,7204,,EDT,2024,7,16,22,18,150,7682,7982,8282,D0
B,2024-07-16 22:33:16-04:00,45489.93977,4040,,EDT,2024,7,16,22,33,75,4609,4759,4909,D0
A,2024-07-16 22:33:34-04:00,45489.93998,7132,,EDT,2024,7,16,22,33,150,7682,7982,8282,D0
B,2024-07-16 22:48:18-04:00,45489.95021,3916,,EDT,2024,7,16,22,48,75,4609,4759,4909,D0
A,2024-07-16 22:48:36-04:00,45489.95042,7138,,EDT,2024,7,16,22,48,150,7682,7982,8282,D0
B,2024-07-16 23:03:19-04:00,45489.96064,3926,,EDT,2024,7,16,23,3,75,4609,4759,4909,D0
A,2024-07-16 23:03:37-04:00,45489.96084,7136,,EDT,2024,7,16,23,3,150,7682,7982,8282,D0
A,2024-07-16 23:03:37-04:00,45489.96084,7136,,EDT,2024,7,16,23,3,150,7682,7982,8282,D0
B,2024-07-16 23:18:20-04:00,45489.97106,3860,,EDT,2024,7,16,23,18,75,4609,4759,4909,D0
A,2024-07-16 23:18:38-04:00,45489.97127,6940,,EDT,2024,7,16,23,18,150,7682,7982,8282,D0
B,2024-07-16 23:33:21-04:00,45489.98149,3867,,EDT,2024,7,16,23,33,75,4609,4759,4909,D0
A,2024-07-16 23:33:39-04:00,45489.9817,6855,,EDT,2024,7,16,23,33,150,7682,7982,8282,D0
B,2024-07-16 23:48:22-04:00,45489.99192,3871,,EDT,2024,7,16,23,48,75,4609,4759,4909,D0
A,2024-07-16 23:48:40-04:00,45489.99213,6842,,EDT,2024,7,16,23,48,150,7682,7982,8282,D0
B,2024-07-17 00:03:23-04:00,45490.00235,3827,,EDT,2024,7,17,0,3,75,4609,4759,4909,D0
A,2024-07-17 00:03:41-04:00,45490.00256,6893,,EDT,2024,7,17,0,3,150,7682,7982,8282,D0
B,2024-07-17 00:18:24-04:00,45490.01278,3788,,EDT,2024,7,17,0,18,75,4609,4759,4909,D0
A,2024-07-17 00:18:42-04:00,45490.01299,6707,,EDT,2024,7,17,0,18,150,7682,7982,8282,D0
B,2024-07-17 00:33:25-04:00,45490.02321,3833,,EDT,2024,7,17,0,33,75,4609,4759,4909,D0
A,2024-07-17 00:33:43-04:00,45490.02341,6709,,EDT,2024,7,17,0,33,150,7682,7982,8282,D0
B,2024-07-17 00:48:26-04:00,45490.03363,3918,,EDT,2024,7,17,0,48,75,4609,4759,4909,D0
A,2024-07-17 00:48:44-04:00,45490.03384,6638,,EDT,2024,7,17,0,48,150,7682,7982,8282,D0
B,2024-07-17 01:03:27-04:00,45490.04406,3828,,EDT,2024,7,17,1,3,75,4609,4759,4909,D0
A,2024-07-17 01:03:45-04:00,45490.04427,6629,,EDT,2024,7,17,1,3,150,7682,7982,8282,D0
B,2024-07-17 01:18:28-04:00,45490.05449,3793,,EDT,2024,7,17,1,18,75,4609,4759,4909,D0
A,2024-07-17 01:18:46-04:00,45490.0547,6670,,EDT,2024,7,17,1,18,150,7682,7982,8282,D0
B,2024-07-17 01:33:29-04:00,45490.06492,3794,,EDT,2024,7,17,1,33,75,4609,4759,4909,D0
A,2024-07-17 01:33:47-04:00,45490.06513,6659,,EDT,2024,7,17,1,33,150,7682,7982,8282,D0
B,2024-07-17 01:48:30-04:00,45490.07535,3768,,EDT,2024,7,17,1,48,75,4609,4759,4909,D0
A,2024-07-17 01:48:48-04:00,45490.07556,6601,,EDT,2024,7,17,1,48,150,7682,7982,8282,D0
B,2024-07-17 02:03:31-04:00,45490.08578,3776,,EDT,2024,7,17,2,3,75,4609,4759,4909,D0
A,2024-07-17 02:03:49-04:00,45490.08598,6581,,EDT,2024,7,17,2,3,150,7682,7982,8282,D0
B,2024-07-17 02:18:32-04:00,45490.0962,3812,,EDT,2024,7,17,2,18,75,4609,4759,4909,D0
A,2024-07-17 02:18:50-04:00,45490.09641,6588,,EDT,2024,7,17,2,18,150,7682,7982,8282,D0
B,2024-07-17 02:33:33-04:00,45490.10663,3770,,EDT,2024,7,17,2,33,75,4609,4759,4909,D0
A,2024-07-17 02:33:51-04:00,45490.10684,6620,,EDT,2024,7,17,2,33,150,7682,7982,8282,D0
B,2024-07-17 02:48:34-04:00,45490.11706,3729,,EDT,2024,7,17,2,48,75,4609,4759,4909,D0
A,2024-07-17 02:48:52-04:00,45490.11727,6606,,EDT,2024,7,17,2,48,150,7682,7982,8282,D0
B,2024-07-17 03:03:35-04:00,45490.12749,3826,,EDT,2024,7,17,3,3,75,4609,4759,4909,D0
A,2024-07-17 03:03:53-04:00,45490.1277,6555,,EDT,2024,7,17,3,3,150,7682,7982,8282,D0
B,2024-07-17 03:18:36-04:00,45490.13792,3763,,EDT,2024,7,17,3,18,75,4609,4759,4909,D0
A,2024-07-17 03:18:54-04:00,45490.13813,6606,,EDT,2024,7,17,3,18,150,7682,7982,8282,D0
B,2024-07-17 03:33:37-04:00,45490.14834,3734,,EDT,2024,7,17,3,33,75,4609,4759,4909,D0
A,2024-07-17 03:33:55-04:00,45490.14855,6569,,EDT,2024,7,17,3,33,150,7682,7982,8282,D0
B,2024-07-17 03:48:38-04:00,45490.15877,3727,,EDT,2024,7,17,3,48,75,4609,4759,4909,D0
A,2024-07-17 03:48:56-04:00,45490.15898,6401,,EDT,2024,7,17,3,48,150,7682,7982,8282,D0
B,2024-07-17 04:03:39-04:00,45490.1692,3748,,EDT,2024,7,17,4,3,75,4609,4759,4909,D0
A,2024-07-17 04:03:57-04:00,45490.16941,6522,,EDT,2024,7,17,4,3,150,7682,7982,8282,D0
B,2024-07-17 04:18:40-04:00,45490.17963,3781,,EDT,2024,7,17,4,18,75,4609,4759,4909,D0
A,2024-07-17 04:18:58-04:00,45490.17984,6511,,EDT,2024,7,17,4,18,150,7682,7982,8282,D0
B,2024-07-17 04:33:41-04:00,45490.19006,3766,,EDT,2024,7,17,4,33,75,4609,4759,4909,D0
A,2024-07-17 04:33:59-04:00,45490.19027,6578,,EDT,2024,7,17,4,33,150,7682,7982,8282,D0
B,2024-07-17 04:48:42-04:00,45490.20049,3680,,EDT,2024,7,17,4,48,75,4609,4759,4909,D0
A,2024-07-17 04:49:00-04:00,45490.20069,6514,,EDT,2024,7,17,4,49,150,7682,7982,8282,D0
B,2024-07-17 05:03:43-04:00,45490.21091,3747,,EDT,2024,7,17,5,3,75,4609,4759,4909,D0
A,2024-07-17 05:04:01-04:00,45490.21112,6515,,EDT,2024,7,17,5,4,150,7682,7982,8282,D0
B,2024-07-17 05:18:44-04:00,45490.22134,3762,,EDT,2024,7,17,5,18,75,4609,4759,4909,D0
